6.39452544167252e-06	1.70491537027631e-06	-3.46882930976824e-05	-1.4484518478584e-06	2.58905062868663e-06	-4.6132550708415e-06	-7.74709609935498e-06	-1.96346335383984e-06	-3.56109789851716e-06	-1.06622438972054e-06
6.38715093091998e-06	1.70294917008403e-06	-3.46482886914997e-05	-1.44678141525149e-06	2.58606479623621e-06	-4.6079348168018e-06	-7.73816173123963e-06	-1.96119898219569e-06	-3.55699104874843e-06	-1.06499476222472e-06
6.38519407254542e-06	1.70242743039704e-06	-3.46376733489811e-05	-1.44633815875584e-06	2.58527249264494e-06	-4.60652306433277e-06	-7.73579095796859e-06	-1.96059812138276e-06	-3.5559012783974e-06	-1.06466847544062e-06
6.38665736130776e-06	1.70281757396929e-06	-3.46456112312176e-05	-1.44666961488521e-06	2.58586495701738e-06	-4.60757873669803e-06	-7.73756376177169e-06	-1.96104742971788e-06	-3.55671618087377e-06	-1.0649124643252e-06
6.3426715978464e-06	1.69109004169641e-06	-3.44070022730644e-05	-1.4367062075227e-06	2.56805575925188e-06	-4.57584572581816e-06	-7.68427412524423e-06	-1.9475414338613e-06	-3.53222060090259e-06	-1.0575782698256e-06
6.35281590531643e-06	1.69379472797653e-06	-3.44620319562077e-05	-1.43900403888204e-06	2.57216304223798e-06	-4.58316421686354e-06	-7.69656415764149e-06	-1.95065628198029e-06	-3.53786994451507e-06	-1.05926973364992e-06
6.40264901707601e-06	1.70708128676129e-06	-3.47323609435338e-05	-1.45029195440748e-06	2.59233974656751e-06	-4.61911572859134e-06	-7.75693797403618e-06	-1.9659577284844e-06	-3.56562190070237e-06	-1.06757891619424e-06
6.35618959883477e-06	1.69469422585943e-06	-3.44803331845548e-05	-1.43976822891085e-06	2.57352900183269e-06	-4.58559812836618e-06	-7.70065145513877e-06	-1.95169218742961e-06	-3.53974874743761e-06	-1.0598322639471e-06
6.43159542375829e-06	1.71479900940345e-06	-3.48893861127011e-05	-1.45684873120796e-06	2.60405972690986e-06	-4.63999877272592e-06	-7.79200712760636e-06	-1.97484583273874e-06	-3.58174209418299e-06	-1.07240544556605e-06
6.37194317984813e-06	1.69889446286291e-06	-3.45657914160398e-05	-1.4433366412651e-06	2.57990739834409e-06	-4.59696336388501e-06	-7.71973723513708e-06	-1.95652938439504e-06	-3.54852188386655e-06	-1.06245901905007e-06
6.14112099084968e-06	1.6373523982639e-06	-3.33136535023893e-05	-1.39105210049077e-06	2.48645084101279e-06	-4.43043941405551e-06	-7.44009151375914e-06	-1.88565455349987e-06	-3.41997748762376e-06	-1.02397168330714e-06
6.39100077397893e-06	1.70397561946309e-06	-3.46691728814772e-05	-1.44765346003247e-06	2.58762354186652e-06	-4.6107122407269e-06	-7.74282589347418e-06	-1.9623810911446e-06	-3.55913501833968e-06	-1.06563668592418e-06
6.30832495885579e-06	1.68193250317015e-06	-3.42206825387297e-05	-1.42892620055359e-06	2.55414930314843e-06	-4.5510667475903e-06	-7.64266248171152e-06	-1.93699516771408e-06	-3.51309302911435e-06	-1.05185130476875e-06
6.07289805561427e-06	1.61916272462113e-06	-3.29435654958617e-05	-1.37559862587233e-06	2.45882836378995e-06	-4.38122078090044e-06	-7.35743805647584e-06	-1.86470644179983e-06	-3.38198427710203e-06	-1.01259617809608e-06
